feed_bankier_company_komunikatyarticle9193931	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9192902	not_periodic	Wstępne wyniki za pierwsze półrocze 2026 roku (podstawowe dane finansowe)	Spis treści:1. RAPORT BIEŻĄCY2. METADANE ESAP3. MESSAGE (ENGLISH VERSION)4. INFORMACJE O P
feed_bankier_company_komunikatyarticle9191867	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9191813	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9191794	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9191155	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9191152	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9191145	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9190702	periodic	Wyniki finansowe QSr 1/2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9190536	periodic	Wyniki finansowe QSr 1/2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9190534	not_periodic	Korekta raportu rocznego za 2025 rok	Spis treści:1. RAPORT BIEŻĄCY2. METADANE ESAP3. MESSAGE (ENGLISH VERSION)4. INFORMACJE O P
feed_bankier_company_komunikatyarticle9190532	not_periodic	Korekta skonsolidowanego raportu okresowego za I kwartał 2026 roku	Spis treści:1. RAPORT BIEŻĄCY2. METADANE ESAP3. MESSAGE (ENGLISH VERSION)4. INFORMACJE O P
feed_bankier_company_komunikatyarticle9189075	periodic	P /2026: formularz raportu półrocznego	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9189066	periodic	Wyniki finansowe PS /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9188943	periodic	Wyniki finansowe QSr 1/2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9188383	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9188281	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9188238	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9188226	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9187790	not_periodic	Zmiana terminu publikacji skonsolidowanego raportu za I półrocze 2026 roku	Spis treści:1. RAPORT BIEŻĄCY2. METADANE ESAP3. MESSAGE (ENGLISH VERSION)4. INFORMACJE O P
feed_bankier_company_komunikatyarticle9187777	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9187772	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9187708	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9187664	periodic	Wyniki finansowe QSr 3/2025	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9187584	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9187037	not_periodic	Zmiana terminu publikacji skonsolidowanego raportu półrocznego za I półrocze 2026 roku	Spis treści:1. RAPORT BIEŻĄCY2. METADANE ESAP3. MESSAGE (ENGLISH VERSION)4. INFORMACJE O P
feed_bankier_company_komunikatyarticle9186718	not_periodic	Korekta raportu nr 1/2026 w sprawie informacji o terminach przekazywania raportów okresowych w 2026 r.	Spis treści:1. RAPORT BIEŻĄCY2. METADANE ESAP3. MESSAGE (ENGLISH VERSION)4. INFORMACJE O P
feed_bankier_company_komunikatyarticle9185315	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9185172	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9185140	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9184665	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9184519	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9184368	not_periodic	Informacja o szacunkach wyników za I półroczne 2026 roku.	Spis treści:1. RAPORT BIEŻĄCY2. METADANE ESAP3. MESSAGE (ENGLISH VERSION)4. INFORMACJE O P
feed_bankier_company_komunikatyarticle9182006	not_periodic	Informacja Zarządu dotycząca szacunkowych, wybranych danych finansowych za pierwsze półrocze 2026 roku. Inform	Spis treści:1. RAPORT BIEŻĄCY2. METADANE ESAP3. MESSAGE (ENGLISH VERSION)4. INFORMACJE O P
feed_bankier_company_komunikatyarticle9181491	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9179199	not_periodic	Wstępne wybrane skonsolidowane dane finansowe Grupy Kapitałowej MODIVO S.A. za II kwartał 2026 roku	Spis treści:1. RAPORT BIEŻĄCY2. METADANE ESAP3. MESSAGE (ENGLISH VERSION)4. INFORMACJE O P
feed_bankier_company_komunikatyarticle9179027	periodic	P /2026: formularz raportu półrocznego	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9179013	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9178602	not_periodic	Zawarcie umowy o współpracy z Polska Grupa Hutnicza S.A. oraz Grupa Virtus S.A.	Spis treści:1. RAPORT BIEŻĄCY2. METADANE ESAP3. MESSAGE (ENGLISH VERSION)4. INFORMACJE O P
feed_bankier_company_komunikatyarticle9178519	periodic	Wyniki finansowe PS /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9178430	periodic	Wyniki finansowe QSr 3/2025	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
